Potencia,Maximo,DesvioPadrao,Curtose,Assimetria,CN0_NMEA,Classe
708764.3,3307.2927,389.89792,0.241553553330418,0.6294388318186611,42.71428571428572,1
708258.94,3798.3179,389.42554,0.2435990931914284,0.6299222239251776,42.8090948090948,1
708159.5,3085.7046,389.54593,0.2461762388768393,0.6291153284840226,42.76362076362076,1
705815.75,3362.354,389.10864,0.2515875658888893,0.6289772469385613,42.57400257400257,1
709202.2,3370.8494,389.59177,0.2358174265402128,0.6262793886193344,42.664950664950666,1
708618.7,3077.0376,389.6195,0.2357281389306069,0.6278553852262531,42.71428571428572,1
709290.44,3649.1472,390.0254,0.2443208058755352,0.6297204791918856,42.71428571428572,1
711323.5,3262.6777,390.1991,0.2432573019021209,0.6304302517083452,42.71428571428572,1
710485.56,3214.3818,390.04684,0.248883576822692,0.6302984787050722,42.670098670098675,1
720022.06,3291.5713,393.48236,0.256110245185928,0.6361515353557922,42.575289575289574,1
720069.8,3237.0952,393.67792,0.2804196697119621,0.640607701906197,42.57142857142857,1
715067.8,3753.8452,391.90125,0.2537783732121217,0.6329408046086336,42.57142857142857,1
710196.56,3295.533,390.17786,0.2242752980495863,0.6268754648546029,42.57142857142857,1
713367.44,3433.11,391.37714,0.2630528838427666,0.633599866102284,42.66108966108967,1
717754.56,4455.84,392.79828,0.2636816016849206,0.6349735026576867,42.71428571428572,1
714333.25,3699.957,392.27386,0.2514560645394597,0.6324533592062789,42.71428571428572,1
707398.8,3535.6145,389.41107,0.2391783205682611,0.6278615065647695,42.62591162591163,1
709632.06,3561.8323,390.31415,0.2424759211893135,0.6302736352986469,42.53110253110253,1
710108.1,3387.397,390.16006,0.2380074670833858,0.6277179085805371,42.43629343629344,1
707045.94,4076.2754,389.53186,0.2377510889069918,0.6298530978934689,42.42857142857143,1
709771.9,4057.281,390.33002,0.2664827448840436,0.634306539447481,42.46761046761047,1
711300.3,6352.396,391.78564,0.7675480774865893,0.6869555053169527,42.562419562419564,1
717658.0,4541.707,392.70563,0.2673081001216024,0.63703858848284,42.657228657228664,1
713748.25,3192.9348,391.512,0.2596231269939135,0.6349873627176932,42.67653367653368,1
706699.3,3346.4885,389.3945,0.2514396114456061,0.6333643506477508,42.58172458172458,1
706066.2,2968.8047,389.02597,0.2418290504112774,0.6296884877672846,42.486915486915485,1
707705.06,9043.732,389.95804,0.6092346816018548,0.6523936076222178,42.42857142857143,1
708307.4,5379.5703,389.97244,0.2733752076750622,0.6329241986188398,42.42857142857143,1
706711.8,3343.2644,389.29785,0.2606098549542457,0.6330745250686217,42.42857142857143,1
707622.6,3184.2666,389.67566,0.2188644851434857,0.6245286887727025,42.42857142857143,1
708865.2,4134.3926,389.63028,0.2471959981461235,0.6302481880203432,42.42857142857143,1
707464.9,3012.307,389.49725,0.238221417895311,0.630770964636143,42.42857142857143,1
710430.8,7478.474,390.6381,0.6493493649595057,0.6582021093253496,42.53024453024453,1
710748.56,9171.495,391.12357,0.8880921220460922,0.6716163447325929,42.814671814671804,1
707807.94,3112.7124,389.80048,0.2500671251041249,0.6322175597817593,42.85714285714285,1
707387.8,3053.564,389.02692,0.2530621600872949,0.6307351674636986,42.85714285714285,1
708506.9,3113.6938,389.82306,0.2373762691393732,0.6297771138847096,42.85714285714285,1
709878.94,3888.7922,390.2459,0.2427802378176751,0.6281984221315665,42.69841269841269,1
710130.94,5097.1157,390.19223,0.2366235716252833,0.6249209761059229,42.6027456027456,1
709288.1,3308.9663,389.788,0.2276175478831335,0.6261363782838113,42.69755469755471,1
708833.0,4669.1113,390.03268,0.249396149727056,0.6307846368920271,42.87044187044187,1
708596.94,3505.4692,390.2079,0.245856247567497,0.6326103330458189,43.0,1
707453.3,3203.2366,389.38947,0.2352647114693025,0.629096371056577,43.0,1
708490.0,3339.0095,389.70844,0.2507281937323191,0.6306087620269488,43.0,1
706762.7,3105.031,389.11075,0.2414422110306135,0.6302830696267697,43.0,1
707471.25,3047.215,389.1873,0.2294274720818414,0.6253478243497744,43.0,1
708455.94,4145.1875,389.72473,0.2523118994767004,0.629431354388458,43.0,1
707574.1,3362.9458,389.95804,0.2357355223370145,0.6279697734183763,42.97254397254397,1
707890.5,3448.4485,389.73627,0.2332472935279037,0.6299373843060769,42.877734877734866,1
707042.06,3083.8694,389.16852,0.2294040638796444,0.6270058207053414,42.78292578292578,1
707035.7,3356.7844,389.52478,0.2480128714550673,0.6303900276578561,42.71428571428572,1
706850.2,3097.7246,389.55515,0.2503906796514239,0.6338918765429576,42.71428571428572,1
706998.8,3321.3362,389.24927,0.2416129853769693,0.6287604733504997,42.71428571428572,1
707725.8,2982.5205,389.8886,0.2443705181240982,0.6307730827022551,42.71428571428572,1
707223.5,3174.7864,389.45468,0.2501124856092369,0.6298574506157454,42.71428571428572,1
706812.56,3531.0737,389.61835,0.2350756927086674,0.6303487910214721,42.71428571428572,1
706252.06,3263.8777,388.89706,0.229863202355653,0.6267910677925905,42.71428571428572,1
708258.75,3221.524,389.57144,0.22502967091259,0.626047684152494,42.71428571428572,1
708329.56,3944.205,389.52988,0.2272639256144351,0.6270775048704978,42.71428571428572,1
709897.0,3081.692,390.0522,0.2390077344652597,0.6300479225635128,42.71428571428572,1
708705.2,4029.4849,390.24893,0.2503156755881379,0.6313246263524179,42.71428571428572,1
707493.94,5981.6104,389.42276,0.2961259391335691,0.6314755830894482,42.78335478335478,1
707216.3,3066.1716,389.31516,0.2391256563865611,0.6288647737468579,42.815100815100806,1
708137.25,3459.9563,389.79648,0.252542435713551,0.6316036957322985,42.62548262548262,1
708762.3,3268.1199,389.81427,0.2541154397866463,0.632091549680584,42.639210639210646,1
708969.7,3097.7632,389.67834,0.2440151336928528,0.6271610230009227,42.73401973401974,1
711497.44,3246.6697,390.64383,0.2359737136891708,0.6289361786305355,42.828828828828826,1
711257.2,3278.4443,390.81506,0.2545509308129725,0.6331126529301048,42.92363792363792,1
708341.7,3086.1597,389.5649,0.2569789769057462,0.6322731778622733,42.98155298155298,1
709133.6,3153.0066,390.1849,0.2465585918502455,0.6308807624600675,42.88674388674388,1
708026.5,3249.443,390.02762,0.2538923419751953,0.6328966417207141,42.85714285714285,1
709541.56,3073.8005,390.00995,0.2442968525713271,0.6306953345235631,42.87430287430286,1
707148.75,3066.019,389.22314,0.2245806126969092,0.6261983579056701,42.96911196911197,1
709511.3,3331.9048,390.3071,0.2485686529203867,0.6333993648758417,43.0,1
710379.3,3292.3738,390.85608,0.2478787135068163,0.6326987146357796,42.96825396825397,1
712772.2,3312.93,391.04355,0.2625752840129007,0.6340418863915883,42.77863577863578,1
719162.56,3563.495,393.49136,0.2642960464589081,0.6370521048233174,42.71428571428572,1
718650.56,3280.236,393.3901,0.2581070915613024,0.6372768045454538,42.68511368511369,1
716723.7,3728.9363,392.78717,0.2846323026237698,0.6423559877973285,42.4954954954955,1
718303.7,3371.4238,393.21826,0.2629310521775987,0.6364698604280553,42.42857142857143,1
717749.4,3124.041,393.0834,0.2777374114274606,0.6403065913923712,42.45516945516946,1
717954.4,3386.5034,392.53973,0.2637122682233794,0.6353207269960832,42.644787644787655,1
718738.25,3141.5037,393.3744,0.2655333935685324,0.6383475681392996,42.5941655941656,1
717963.56,3182.3784,392.68173,0.2580944795444422,0.6327989270808133,42.440583440583445,1
717903.75,3508.283,392.79956,0.2517411097382189,0.633840899452891,42.53539253539253,1
717368.75,3236.6562,392.68884,0.263718802115982,0.6354570465792377,42.57142857142857,1
717953.56,3223.2483,392.68768,0.2609952338216423,0.634889406747033,42.57142857142857,1
716064.44,3281.6956,392.4757,0.2747239690373839,0.6364227869959554,42.57142857142857,1
717918.3,3254.026,393.17017,0.2722073941479266,0.6408988153075036,42.57142857142857,1
716936.7,3444.4775,392.56143,0.2679826946144952,0.63605781639485,42.57142857142857,1
715593.56,3528.8508,392.54926,0.2745354574939731,0.6387219925333335,42.57142857142857,1
716067.9,3305.04,391.9471,0.2755344535775665,0.6355158394619106,42.68382668382668,1
715798.44,3170.8838,392.7478,0.2730443534308766,0.639060770962078,42.84899184899184,1
716089.5,3371.1426,391.82736,0.2557960404425747,0.6336814910354003,42.75418275418276,1
718535.2,3144.6494,392.74506,0.248695479663497,0.631772038768345,42.659373659373664,1
717927.8,3443.6104,392.74237,0.2686962352912552,0.6360722507526093,42.57142857142857,1
717106.8,3311.5208,392.51736,0.2675685268171577,0.6354943437312887,42.57142857142857,1
716522.1,3353.8813,392.58527,0.2627708423291071,0.63677474858222,42.62505362505363,1
714700.75,3443.0454,391.94418,0.247717570104502,0.6334132241900928,42.70313170313171,1
714292.0,3829.4988,391.82803,0.2608306000021327,0.6332202672614183,42.513513513513516,1
716695.7,3159.6914,392.36786,0.2529720879543866,0.6324760591146334,42.48090948090948,1
718355.8,3322.9622,392.8271,0.2603402680994064,0.6352632047629396,42.56284856284856,1
718093.94,3420.4958,392.9054,0.2698759640391825,0.6380108763819833,42.37323037323037,1
716546.6,3492.1206,392.53497,0.2604106682349405,0.6357768335422478,42.43886743886744,1
714475.5,3197.0864,391.72266,0.2588646869054103,0.6350482802902854,42.71428571428572,1
717749.25,3318.2915,392.9248,0.2581099959899684,0.6345035311509961,42.71428571428572,1
713221.2,3389.594,391.31076,0.2800743732136692,0.6391048057663455,42.71428571428572,1
712229.56,3832.6475,390.65573,0.2433200544922016,0.6277228300176738,42.709137709137714,1
717233.0,3243.5696,392.93018,0.2653745802679719,0.637541377278993,42.424710424710426,1
716053.1,3097.9802,392.26767,0.2602377593479237,0.6350716657416927,42.382668382668385,1
713271.4,3220.04,391.29578,0.2584906504696773,0.6348439063947113,42.57142857142857,1
718106.7,3361.8745,392.68243,0.2530388252704143,0.6319390627121925,42.57142857142857,1
717821.1,3225.8894,392.78528,0.2621831790620339,0.6341029113477875,42.52423852423853,1
711333.4,3319.6423,390.62186,0.2590386059922358,0.6326611208166526,42.42942942942943,1
706333.8,3047.3564,389.26392,0.2347477010240459,0.6276085037166175,42.42857142857143,1
711743.7,3855.7756,390.73502,0.2594391789644752,0.6328276672688748,42.42857142857143,1
714798.3,3977.483,391.5165,0.2711760781307508,0.6346287638100985,42.42857142857143,1
709547.06,3161.8315,390.22357,0.2403776323760649,0.6304061628000845,42.42857142857143,1
708898.6,3355.552,390.08997,0.2324707757481841,0.6277142109193407,42.42857142857143,1
711495.25,3114.4805,390.67502,0.2534081704129449,0.632281421240907,42.42857142857143,1
714357.44,3278.2056,391.8988,0.2414559413550479,0.6305674244357949,42.42857142857143,1
714294.44,3302.6143,391.44327,0.2529066015009928,0.6318684787602705,42.42857142857143,1
716787.9,3238.8054,392.80728,0.2752635986053713,0.6396547694882783,42.42857142857143,1
715482.6,3018.802,392.30026,0.2586228856424513,0.6369626138571058,42.42857142857143,1
717238.9,3291.4182,392.57428,0.2678129705579475,0.635257032596309,42.47061347061347,1
715781.1,3167.6572,392.00668,0.2696972537767417,0.6374546213866298,42.565422565422566,1
715044.0,3242.625,391.3087,0.2308564188133295,0.6267179360483768,42.48262548262548,1
713773.6,4108.499,391.557,0.2596083579941588,0.6330521087265973,42.42857142857143,1
713863.3,3110.918,391.45972,0.2394375170267944,0.6298182096144576,42.42857142857143,1
714976.3,3569.0405,392.24454,0.2614821106935485,0.6352680984734057,42.51608751608752,1
714825.44,3300.1704,391.83932,0.2468391223565089,0.6320133403908027,42.57142857142857,1
717229.9,3833.028,392.4366,0.2613935230381599,0.6360917546322855,42.57142857142857,1
714516.44,3642.2422,391.64743,0.2658534772836201,0.6365335881156352,42.57142857142857,1
716410.25,3617.3838,392.38953,0.2665636799644542,0.6351668625786345,42.53324753324753,1
716127.7,3341.839,392.17297,0.2683539895125069,0.6359848197398699,42.43843843843844,1
714202.7,3448.322,391.7467,0.2646008794102843,0.63393350817703,42.59845559845561,1
717101.25,3281.9604,392.38422,0.2584064723119832,0.6333733884356134,42.71428571428572,1
718830.8,3546.4277,392.93466,0.2563966629639762,0.6329240825683847,42.71428571428572,1
716416.44,3365.988,392.21136,0.2509306435202556,0.6326914539129049,42.630630630630634,1
714373.6,3508.988,391.9903,0.2687689007319198,0.6380402915317358,42.57142857142857,1
713967.75,3265.353,391.2258,0.252736040798033,0.6326840702111204,42.57142857142857,1
714355.6,3296.3987,391.04428,0.2475803940101988,0.6310097366159451,42.57142857142857,1
715679.6,3190.808,392.07858,0.2421503776221247,0.6313514234755919,42.53710853710854,1
716784.25,3790.5884,392.36502,0.2807457013140979,0.6377924967253982,42.44229944229944,1
715198.75,3111.5696,391.52054,0.2484006592611742,0.6318748408044387,42.42857142857143,1
717128.8,3302.0735,392.45724,0.2559101631753475,0.6345128362554598,42.461604461604466,1
714794.06,3336.777,391.9198,0.265344528740699,0.6352536737217859,42.55641355641355,1
714707.44,3770.2686,391.9047,0.2599303414881113,0.6341937579608694,42.49163449163449,1
713346.1,3298.8164,391.41443,0.2503051550193396,0.6329740986255473,42.42857142857143,1
715188.1,3206.969,392.1275,0.2526372976750246,0.6345326437510418,42.42857142857143,1
710827.0,3183.902,390.45038,0.2373448359232894,0.6289076452326038,42.50707850707851,1
709273.6,5788.684,390.77472,0.4598542208719034,0.6500563034589536,42.51051051051051,1
709295.75,3164.926,389.5125,0.2310489336476666,0.6238974653091015,42.32089232089232,1
708327.44,3236.6929,389.66934,0.2456871093286832,0.6305858974263565,42.285714285714285,1
709781.4,3162.9702,390.35696,0.2558587143299058,0.632733174860805,42.314886314886316,1
716804.4,3237.9062,392.39105,0.2672911593664335,0.6361259049548549,42.40969540969541,1
716275.94,4074.455,392.5893,0.2616767912821092,0.6354699446636747,42.35263835263835,1
717840.1,3505.3223,392.95367,0.265294061114774,0.6368087751582958,42.25782925782926,1
712907.0,3982.6606,391.10275,0.2588472073749863,0.6342654562291133,42.163020163020164,1
717699.0,3237.88,392.84918,0.2648636764597079,0.6353615379782851,42.21750321750322,1
716129.94,4027.3674,392.39456,0.2714716113130628,0.6367735971427493,42.312312312312315,1
714215.0,3534.34,391.10663,0.2524808073790794,0.6301055885159504,42.40712140712141,1
708819.2,4252.7266,389.9788,0.248814137598369,0.6308149548656353,42.35521235521235,1
707924.9,3099.3186,389.33994,0.2402789545193724,0.6276042363568565,42.285714285714285,1
710263.9,3171.171,389.96173,0.2521233647433103,0.631783800974018,42.285714285714285,1
717486.8,3178.9756,392.6763,0.2646736836251273,0.6386821976572798,42.42985842985843,1
712677.6,3513.6143,390.93613,0.257383316468581,0.6305934203850702,42.57142857142857,1
708503.25,3299.2673,389.85095,0.2313971033978488,0.6279674271479693,42.57142857142857,1
708319.25,3445.4497,389.29218,0.2171658991137404,0.619838757102352,42.57142857142857,1
707048.0,4563.7065,389.50327,0.2585412037319137,0.6315942233711094,42.54869154869155,1
714395.9,3900.1726,391.6561,0.256625549493501,0.6335613825511586,42.45388245388246,1
717917.4,3320.7207,392.78595,0.2679127360671987,0.6375817869589953,42.4980694980695,1
716537.06,3231.206,392.55948,0.2471744854635087,0.6339221785010615,42.59287859287859,1
709865.1,3070.4268,390.27673,0.2421184217131431,0.6301735037554765,42.68768768768769,1
707858.4,6759.508,389.48337,0.3251217060323097,0.6370169071208018,42.64607464607465,1
712822.2,3506.0078,391.14636,0.2740711684988954,0.6363867441885924,42.57142857142857,1
715373.1,3564.1619,392.23877,0.2675695100785655,0.6375703663697307,42.57142857142857,1
716749.6,3844.5747,392.66785,0.2541089636861411,0.6338077859249105,42.57142857142857,1
717148.3,3847.8762,392.39197,0.2589951256165124,0.6349650905398019,42.57142857142857,1
716529.9,3308.6191,392.35843,0.2532263618844994,0.6331476810522577,42.57142857142857,1
724881.06,8724.609,400.59055,7.750037828001668,1.1343501884586489,42.7027027027027,1
715974.3,3304.752,391.714,0.2453451127950092,0.6312278061067234,42.85714285714285,1
713841.8,4119.7188,391.665,0.2756145894885833,0.6374798332652609,42.85714285714285,1
715886.6,3461.0388,391.73108,0.2589123732475578,0.6322212720581816,42.79279279279279,1
717525.6,3145.9944,392.81656,0.2543547582888736,0.633453109882594,42.71428571428572,1
715945.1,3307.8628,392.0417,0.2533428395528112,0.6302838770891473,42.71428571428572,1
714260.3,3304.0813,391.53955,0.2666818574068794,0.6369390575988487,42.65122265122265,1
716667.9,3507.9866,392.63168,0.2564923763099411,0.6366451516861044,42.55641355641355,1
715992.4,3437.497,392.0568,0.2416170870425835,0.6312743122416472,42.46160446160446,1
714474.7,4336.208,391.94293,0.2496844037228967,0.6313640387762013,42.42857142857143,1
715370.1,3237.3237,392.08813,0.2521962839997251,0.6343145994613794,42.44229944229944,1
717895.06,4768.7686,393.13675,0.2701327135216358,0.6372957840251023,42.53710853710854,1
714337.3,3162.5188,391.9139,0.2560112634839218,0.6337467678197198,42.63191763191764,1
714181.4,3179.938,391.54,0.2500772273309901,0.6329415149603732,42.72672672672673,1
715769.25,3089.7412,392.4072,0.2429778239721671,0.6325966459432647,42.82153582153582,1
714938.75,3139.0625,392.30988,0.2899205363370356,0.642353724315428,42.7979407979408,1
716589.75,3218.698,392.60037,0.2597885175343464,0.6342560513874717,42.71428571428572,1
715300.56,3314.4321,391.91418,0.2378640651575976,0.6299378988134003,42.71428571428572,1
715288.25,3847.2703,392.01486,0.239908215824645,0.6297334521954866,42.5984555984556,1
714719.0,3309.9888,391.6564,0.2574424590471307,0.631846159240786,42.448305448305454,1
716396.2,3565.3704,392.426,0.2664775940234269,0.6375249509524684,42.63792363792364,1
721952.1,9390.896,398.42108,6.142242876088995,1.012117941678745,42.60102960102961,1
737542.4,11903.083,411.46445,20.75824971460355,1.839102730843733,42.42857142857143,1
712789.1,3419.4353,391.15045,0.2475273476732358,0.6308629510354584,42.42857142857143,1
714630.8,3238.0515,391.78564,0.2525724785605159,0.6329635314905869,42.48391248391248,1
716416.75,3210.506,392.74072,0.2644533600617214,0.6367594587242433,42.57142857142857,1
712401.06,3894.1006,391.66605,0.2750765124671397,0.6400012292493499,42.57142857142857,1
710297.4,3082.8,390.65997,0.2361020393170574,0.6301990823160848,42.46332046332046,1
715890.4,3319.451,392.07285,0.2473191514097683,0.6321266512533725,42.285714285714285,1
713037.3,3409.5352,390.91367,0.2488410359725232,0.6301205524714745,42.285714285714285,1
717111.3,3574.708,392.288,0.2486412957430253,0.6320961481393321,42.33848133848134,1
707807.7,3643.2173,389.52783,0.254878552201156,0.630370857501482,42.42857142857143,1
707649.6,3045.2627,389.56802,0.2460581522119689,0.6313607135596195,42.42857142857143,1
707651.94,3279.2292,389.28757,0.2211659430443475,0.6239193923738121,42.42857142857143,1
706628.44,3809.4275,389.1506,0.2411258569526038,0.6288364179671533,42.432003432003434,1
706880.6,3132.9446,389.0032,0.2249960675450348,0.6252425562385981,42.52681252681253,1
707924.1,3006.3945,389.30853,0.2308040793540753,0.6258599506043722,42.52123552123552,1
